satellite_a,satellite_b,norad_a,norad_b,distance_km,relative_speed_km_s,time_to_cpa_seconds,minimum_distance_km,risk,risk_score
STARLINK-38189,STARLINK-38144,100213,100256,12815.455705052877,14.726896190474426,0.0,12815.455705052877,LOW,10
STARLINK-38186,STARLINK-38133,100162,100216,12817.49299856936,14.767885267639288,9.411982616394466,12816.73933324196,LOW,10
2026-170D,STARLINK-38154,100146,100258,12817.103860311658,13.659619385871519,0.0,12817.103860311658,LOW,10
STARLINK-38062,STARLINK-38254,100117,100222,12817.124667541073,14.08832462333803,0.0,12817.124667541073,LOW,10
STARLINK-38159,STARLINK-38241,100186,100225,13109.519920271154,2.9177003780761153,942.087555342003,12818.112194659685,LOW,10
2026-170A,2026-188C,100143,100368,12901.514640999932,12.484382757287362,117.2496064787688,12818.205876667906,LOW,10
STARLINK-38160,2026-170C,100121,100145,12818.630552518001,14.294478872339877,0.0,12818.630552518001,LOW,10
2026-168H,STARLINK-38164,100136,100224,12825.902545507415,14.31528810476018,28.960378683232435,12819.200548813646,LOW,10
STARLINK-38158,STARLINK-38249,100105,100221,12819.21283459355,14.850406773759174,0.0,12819.21283459355,LOW,10
STARLINK-38096,2026-168D,100119,100132,12862.839632312585,12.283669266041896,86.0196797549344,12819.366639201715,LOW,10
STARLINK-38133,2026-178A,100216,100237,12820.425073627408,14.299126448820004,0.0,12820.425073627408,LOW,10
STARLINK-38214,STARLINK-38167,100103,100257,12820.793892348016,14.934804294964982,0.0,12820.793892348016,LOW,10
STARLINK-37712,STARLINK-37832,100109,100231,12831.299051432177,14.435040068994626,35.65767594305361,12820.971050916474,LOW,10
STARLINK-38132,STARLINK-38154,100154,100258,12821.145543670267,14.65174664638176,0.0,12821.145543670267,LOW,10
STARLINK-38178,STARLINK-38246,100201,100247,12821.969276409962,3.15546497976159,0.0,12821.969276409962,LOW,10
HULIANWANG DIGUI-178,SPACEMOBILE-013,100203,100240,12975.611097895677,13.648504599338166,145.7702695053689,12822.175685374381,LOW,10
STARLINK-38192,STARLINK-38176,100158,100189,12822.289122199974,5.2544202728368345,0.0,12822.289122199974,LOW,10
CZ-8A R/B,STARLINK-38157,100212,100263,12823.25670580157,11.37253918114893,0.0,12823.25670580157,LOW,10
STARLINK-38118,STARLINK-38134,100108,100123,12824.82638379746,14.697208087376895,0.0,12824.82638379746,LOW,10
STARLINK-38221,2026-188D,100248,100369,12828.247178730893,14.733901773362977,19.612091445718455,12824.992252539498,LOW,10
STARLINK-38118,STARLINK-37991,100108,100124,12826.329406279987,14.706509942485274,0.0,12826.329406279987,LOW,10
STARLINK-38226,STARLINK-37947,100217,100261,12826.884566747492,14.719366573568177,0.0,12826.884566747492,LOW,10
STARLINK-38097,STARLINK-38246,100163,100247,12827.842856241241,14.660625365561849,2.5583905331655568,12827.788021478047,LOW,10
STARLINK-38072,STARLINK-38249,100113,100221,12828.541711490236,14.249034492345986,0.0,12828.541711490236,LOW,10
2026-168F,STARLINK-38177,100134,100234,12842.503334886595,14.522333484520546,39.82514110297159,12829.473823201015,LOW,10
STARLINK-38152,STARLINK-38148,100157,100199,12829.8027584978,3.9018214238650835,0.0,12829.8027584978,LOW,10
STARLINK-38174,STARLINK-38279,100104,100262,12830.374409162381,14.336667743883984,3.8324247591010265,12830.25676337495,LOW,10
STARLINK-38185,STARLINK-38188,100202,100233,12830.816653432348,1.5674484404236104,0.0,12830.816653432348,LOW,10
2026-170E,STARLINK-38242,100147,100266,12837.480950743517,13.875730186549626,28.879482296858345,12831.225097910272,LOW,10
STARLINK-37864,STARLINK-38177,100107,100234,12843.716386325714,14.812564546302754,37.26530444550392,12831.84914317706,LOW,10
STARLINK-38139,2026-178B,100236,100238,12843.406056014781,14.091294956804523,38.53061176034513,12831.92458390781,LOW,10
TJS-27A,STARLINK-38219,100174,100215,12833.548155511135,11.184820522010275,16.99732985133425,12832.139948404514,LOW,10
CZ-6A R/B,STARLINK-37717,100177,100226,12832.363853642122,11.696519151051746,0.0,12832.363853642122,LOW,10
2026-168B,STARLINK-37832,100130,100231,12845.427953994542,14.217296666915727,40.408730588498486,12832.57439981744,LOW,10
2026-168C,STARLINK-38168,100131,100251,12861.796203015081,14.296058488575191,60.29556390523907,12832.878737448158,LOW,10
STARLINK-38135,2026-168E,100122,100133,12984.727993717697,13.6219260099742,144.71570991887415,12834.216415231045,LOW,10
STARLINK-38191,STARLINK-38263,100246,100264,12834.327690776325,14.74305089126107,0.13325730889481802,12834.327540408924,LOW,10
STARLINK-38152,HULIANWANG DIGUI-185,100157,100210,12835.931556407311,12.261242333986685,0.0,12835.931556407311,LOW,10
STARLINK-37864,2026-170B,100107,100144,12837.100222427474,14.315111166076573,9.105331603354397,12836.438470446466,LOW,10
HULIANWANG DIGUI-180,STARLINK-38129,100205,100268,12838.26476174723,9.783012674167258,12.599933754307942,12837.672988344651,LOW,10
HULIANWANG DIGUI-179,STARLINK-38263,100204,100264,12838.260087754192,10.359841948879021,0.0,12838.260087754192,LOW,10
2026-168A,STARLINK-38254,100129,100222,12839.086147359561,13.81468197169308,0.0,12839.086147359561,LOW,10
STARLINK-38178,STARLINK-38053,100201,100230,12839.486716113031,1.8840885736419108,0.0,12839.486716113031,LOW,10
HULIANWANG DIGUI-180,STARLINK-38199,100205,100218,12840.667823603604,10.22245554511509,0.0,12840.667823603604,LOW,10
STARLINK-38104,STARLINK-38139,100185,100236,12840.941215031768,1.787291071462668,0.0,12840.941215031768,LOW,10
2026-170B,STARLINK-38266,100144,100255,12843.426960006198,13.877645063267854,0.0,12843.426960006198,LOW,10
STARLINK-37207,STARLINK-38251,100184,100229,12843.93849210183,4.26805332940541,0.0,12843.93849210183,LOW,10
CZ-6A DEB,STARLINK-38232,100175,100260,12844.573817400751,11.74841324764646,0.0,12844.573817400751,LOW,10
STARLINK-38088,STARLINK-38218,100114,100195,12844.781906207427,4.382877348387465,0.0,12844.781906207427,LOW,10
STARLINK-38158,STARLINK-38149,100105,100169,12845.460199995003,14.733284907908649,0.0,12845.460199995003,LOW,10
STARLINK-38096,STARLINK-38159,100119,100186,12845.618798016074,4.115636743054514,0.0,12845.618798016074,LOW,10
STARLINK-37375,2026-188D,100228,100369,12846.889184529582,14.664027533919443,7.85998534275187,12846.372136636075,LOW,10
STARLINK-38135,2026-168A,100122,100129,12970.566221551131,13.063816636657961,136.8173892462781,12846.826146580745,LOW,10
STARLINK-38121,STARLINK-38178,100156,100201,12846.979829855603,3.8460857274015092,0.0,12846.979829855603,LOW,10
STARLINK-38096,STARLINK-38252,100119,100254,12847.062010860194,14.500043159729405,0.0,12847.062010860194,LOW,10
HULIANWANG DIGUI-178,STARLINK-38219,100203,100215,12847.066001280751,12.542170655018792,0.0,12847.066001280751,LOW,10
STARLINK-38233,STARLINK-38212,100249,100267,12847.199010049379,14.75762031326789,0.03704964697345382,12847.198998414486,LOW,10
STARLINK-38030,STARLINK-38280,100118,100265,12847.35031887892,14.413055475408497,0.0,12847.35031887892,LOW,10
STARLINK-38062,STARLINK-38221,100117,100248,12849.389695167745,14.454920402512817,15.832912927145035,12847.351362768713,LOW,10
STARLINK-38151,STARLINK-38167,100168,100257,12848.088422951378,14.712433375849754,0.0,12848.088422951378,LOW,10
STARLINK-38030,STARLINK-38172,100118,100214,12848.127872708492,14.155772730587174,0.0,12848.127872708492,LOW,10
STARLINK-38115,STARLINK-38162,100111,100159,12848.38767984762,14.839520126290047,3.5287471832234667,12848.280970127998,LOW,10
STARLINK-38120,STARLINK-38129,100120,100268,12849.292144432191,14.356121883893415,0.0,12849.292144432191,LOW,10
STARLINK-38158,STARLINK-38176,100105,100189,12849.423438491593,4.394709406529196,0.0,12849.423438491593,LOW,10
2026-168D,STARLINK-38139,100132,100236,12861.60611051891,14.59715631663324,38.02755065285488,12849.621873071981,LOW,10
2026-168A,TJS-27B,100129,100176,12898.865688774631,8.40119843827903,133.44778166354632,12850.051482354504,LOW,10
